period,genre_brut,macro_genre,filename,title,author,n_words,output_path
1700-1710,Théologie,Théologie,modern_frantext18_tlf.375.tei,,François de Fénelon (1651-1715),36721,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1700-1710/Théologie/modern_frantext18_tlf.375.txt
1700-1710,Belles-Lettres,Belles-Lettres,modern_frantext18_tlf.377.tei,,Antoine de La Motte (1672-1731),9719,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1700-1710/Belles-Lettres/modern_frantext18_tlf.377.txt
1700-1710,Économie,Économie,modern_frantext18_tlf.378.tei,,"Sébastien Le Prestre Vauban (marquis de, 1633-1707)",36231,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1700-1710/Économie/modern_frantext18_tlf.378.txt
1700-1710,Romans,Romans,modern_frantext18_tlf.379.tei,,Jean-François Regnard (1655-1709),18959,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1700-1710/Romans/modern_frantext18_tlf.379.txt
1700-1710,Romans,Romans,modern_frantext18_tlf.412.tei,,Alain-René Lesage (1668-1747),84029,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1700-1710/Romans/modern_frantext18_tlf.412.txt
1700-1710,Jurisprudence,Jurisprudence,modern_goldsmith_19010022601300.tei,,author_10311,7465,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1700-1710/Jurisprudence/modern_goldsmith_19010022601300.txt
1700-1710,Jurisprudence,Jurisprudence,modern_goldsmith_19010022602600.tei,,author_10313,2083,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1700-1710/Jurisprudence/modern_goldsmith_19010022602600.txt
1700-1710,Économie,Économie,modern_goldsmith_19010022700500.tei,,Samuel Ricard (1637-1717),157308,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1700-1710/Économie/modern_goldsmith_19010022700500.txt
1700-1710,Économie,Économie,modern_goldsmith_19010022802600.tei,,author_10309,1634,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1700-1710/Économie/modern_goldsmith_19010022802600.txt
1700-1710,Économie,Économie,modern_goldsmith_19010022900100.tei,,Nicolas Barrême (1687-174.?),40343,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1700-1710/Économie/modern_goldsmith_19010022900100.txt
1700-1710,Belles-Lettres,Belles-Lettres,modern_goldsmith_19010022900400.tei,,"Ménestrier, Claude-François (1631-1705)",13948,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1700-1710/Belles-Lettres/modern_goldsmith_19010022900400.txt
1700-1710,Économie,Économie,modern_goldsmith_19010022901300.tei,,Audiger (163.?-169.?),40962,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1700-1710/Économie/modern_goldsmith_19010022901300.txt
1700-1710,Économie,Économie,modern_goldsmith_19010023000400.tei,,Nicolas Chevalier (1661-1720),10915,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1700-1710/Économie/modern_goldsmith_19010023000400.txt
1700-1710,Économie,Économie,modern_goldsmith_19010023001400.tei,,author_10314,305081,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1700-1710/Économie/modern_goldsmith_19010023001400.txt
1700-1710,Histoire,Histoire,modern_goldsmith_19010023001700.tei,,author_10315,42464,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1700-1710/Histoire/modern_goldsmith_19010023001700.txt
1700-1710,Histoire,Histoire,modern_goldsmith_19010023001800.tei,,author_10316,47630,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1700-1710/Histoire/modern_goldsmith_19010023001800.txt
1700-1710,Jurisprudence,Jurisprudence,modern_goldsmith_19010023200700.tei,,author_10318,7217,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1700-1710/Jurisprudence/modern_goldsmith_19010023200700.txt
1700-1710,Économie,Économie,modern_goldsmith_19010023300700.tei,,"Desaguliers, Henry",15581,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1700-1710/Économie/modern_goldsmith_19010023300700.txt
1700-1710,Économie,Économie,modern_goldsmith_19010023302900.tei,,author_10317,18043,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1700-1710/Économie/modern_goldsmith_19010023302900.txt
1700-1710,Jurisprudence,Jurisprudence,modern_goldsmith_19010023902600.tei,,author_10322,5252,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1700-1710/Jurisprudence/modern_goldsmith_19010023902600.txt
1700-1710,Histoire,Histoire,modern_goldsmith_19010023902900.tei,,Leufroy,30611,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1700-1710/Histoire/modern_goldsmith_19010023902900.txt
1700-1710,Économie,Économie,modern_goldsmith_19010023903100.tei,,"Gobain, Pierre (16..-17.. ; écrivain)",117758,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1700-1710/Économie/modern_goldsmith_19010023903100.txt
1700-1710,Belles-Lettres,Belles-Lettres,modern_goldsmith_19010024101700.tei,,Jean-Baptiste Dubos (1670-1742),52947,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1700-1710/Belles-Lettres/modern_goldsmith_19010024101700.txt
1700-1710,Économie,Économie,modern_goldsmith_19010024201100.tei,,"Liger, Louis (1658-1717)",48173,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1700-1710/Économie/modern_goldsmith_19010024201100.txt
1700-1710,Économie,Économie,modern_goldsmith_19010024301400.tei,,author_10324,5088,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1700-1710/Économie/modern_goldsmith_19010024301400.txt
1700-1710,Économie,Économie,modern_goldsmith_19010024400700.tei,,François Le Blanc (16..-1698),150405,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1700-1710/Économie/modern_goldsmith_19010024400700.txt
1700-1710,Économie,Économie,modern_goldsmith_19010024500700.tei,,"La Mothe, De",5549,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1700-1710/Économie/modern_goldsmith_19010024500700.txt
1700-1710,Histoire,Histoire,modern_goldsmith_19010024900101.tei,,Adrien Baillet (1649-1706),47769,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1700-1710/Histoire/modern_goldsmith_19010024900101.txt
1700-1710,Histoire,Histoire,modern_goldsmith_19010024900102.tei,,Adrien Baillet (1649-1706),49310,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1700-1710/Histoire/modern_goldsmith_19010024900102.txt
1700-1710,Jurisprudence,Jurisprudence,modern_goldsmith_19010025002200.tei,,author_10330,1463,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1700-1710/Jurisprudence/modern_goldsmith_19010025002200.txt
1700-1710,Économie,Économie,modern_goldsmith_19010025100600.tei,,author_10328,1652,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1700-1710/Économie/modern_goldsmith_19010025100600.txt
1700-1710,Histoire,Histoire,modern_goldsmith_19010025403200.tei,,Willem Bosman (1672-17..),152052,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1700-1710/Histoire/modern_goldsmith_19010025403200.txt
1700-1710,Économie,Économie,modern_goldsmith_19010025502300.tei,,Luillier,42651,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1700-1710/Économie/modern_goldsmith_19010025502300.txt
1700-1710,Économie,Économie,modern_goldsmith_19010025600300.tei,,"Olivier Estienne (avocat, 16..-17..)",284045,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1700-1710/Économie/modern_goldsmith_19010025600300.txt
1700-1710,Économie,Économie,modern_goldsmith_19010025702400.tei,,author_05484,35328,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1700-1710/Économie/modern_goldsmith_19010025702400.txt
1700-1710,Jurisprudence,Jurisprudence,modern_goldsmith_19010026004500.tei,,author_10333,34578,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1700-1710/Jurisprudence/modern_goldsmith_19010026004500.txt
1700-1710,Économie,Économie,modern_goldsmith_19010026200200.tei,,author_10332,1182,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1700-1710/Économie/modern_goldsmith_19010026200200.txt
1700-1710,Économie,Économie,modern_goldsmith_19010026201400.tei,,author_10337,3234,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1700-1710/Économie/modern_goldsmith_19010026201400.txt
1700-1710,Économie,Économie,modern_goldsmith_19010026201600.tei,,Pierre Biarnoy de Merville (16..-1740),219605,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1700-1710/Économie/modern_goldsmith_19010026201600.txt
1700-1710,Économie,Économie,modern_goldsmith_19010026300100.tei,,Jean Dumont (1667-1727),167696,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1700-1710/Économie/modern_goldsmith_19010026300100.txt
1700-1710,Mathématique,Arts et métiers,modern_goldsmith_19010026300200.tei,,"Moitoiret de Blainville, Antoine",27785,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1700-1710/Arts et métiers/modern_goldsmith_19010026300200.txt
1700-1710,Histoire,Histoire,modern_goldsmith_19010026401800.tei,,Robert Beverley (1673?-1722?),86536,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1700-1710/Histoire/modern_goldsmith_19010026401800.txt
1700-1710,Économie,Économie,modern_goldsmith_19010026402000.tei,,author_04426,25146,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1700-1710/Économie/modern_goldsmith_19010026402000.txt
1700-1710,Histoire,Histoire,modern_goldsmith_19010026901500.tei,,"Miège, Guy (1644-1718?)",201017,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1700-1710/Histoire/modern_goldsmith_19010026901500.txt
1700-1710,Jurisprudence,Jurisprudence,modern_goldsmith_19010027000900.tei,,Louis XIV (1638-1715 ; roi de France),26964,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1700-1710/Jurisprudence/modern_goldsmith_19010027000900.txt
1700-1710,Économie,Économie,modern_goldsmith_19010027200100.tei,,"Monier de Claire Combe, John",107403,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1700-1710/Économie/modern_goldsmith_19010027200100.txt
1700-1710,Économie,Économie,modern_goldsmith_19010027200400.tei,,Nicolas Barrême (1687-174.?),85988,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1700-1710/Économie/modern_goldsmith_19010027200400.txt
1700-1710,Économie,Économie,modern_goldsmith_19010027200700.tei,,author_10343,50213,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1700-1710/Économie/modern_goldsmith_19010027200700.txt
1700-1710,Économie,Économie,modern_goldsmith_19010027300600.tei,,author_10341,14323,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1700-1710/Économie/modern_goldsmith_19010027300600.txt
1700-1710,Histoire,Histoire,modern_goldsmith_19010027400300.tei,,Pieter de La Court (1618-1685),81676,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1700-1710/Histoire/modern_goldsmith_19010027400300.txt
1700-1710,Économie,Économie,modern_goldsmith_19010027502100.tei,,"Le Maingre de Bouciquault, Louis (1680-174.)",13501,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1700-1710/Économie/modern_goldsmith_19010027502100.txt
1700-1710,Économie,Économie,modern_goldsmith_19010027503301.tei,,Nicolas Barrême (1687-174.?),138357,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1700-1710/Économie/modern_goldsmith_19010027503301.txt
1700-1710,Économie,Économie,modern_goldsmith_19010027503302.tei,,Nicolas Barrême (1687-174.?),55707,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1700-1710/Économie/modern_goldsmith_19010027503302.txt
1700-1710,Économie,Économie,modern_goldsmith_19010027700101.tei,,Jean Barbeyrac (1674-1744),96680,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1700-1710/Économie/modern_goldsmith_19010027700101.txt
1700-1710,Économie,Économie,modern_goldsmith_19010027700102.tei,,Jean Barbeyrac (1674-1744),66529,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1700-1710/Économie/modern_goldsmith_19010027700102.txt
1700-1710,Économie,Économie,modern_goldsmith_19010027700900.tei,,author_10373,3069,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1700-1710/Économie/modern_goldsmith_19010027700900.txt
1700-1710,Économie,Économie,modern_goldsmith_19010027701500.tei,,"Poullain, Henry",69849,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1700-1710/Économie/modern_goldsmith_19010027701500.txt
1700-1710,Économie,Économie,modern_goldsmith_19010027800500.tei,,Samuel Ricard (1637-1717),83737,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1700-1710/Économie/modern_goldsmith_19010027800500.txt
1700-1710,Histoire naturelle,Histoire naturelle,modern_goldsmith_19010030800800.tei,,Pierre Le Lorrain de Vallemont (1649-1721),130323,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1700-1710/Histoire naturelle/modern_goldsmith_19010030800800.txt
1700-1710,Économie,Économie,modern_goldsmith_19010033800100.tei,,"Law, John (1671-1729)",31328,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1700-1710/Économie/modern_goldsmith_19010033800100.txt
1700-1710,Histoire,Histoire,modern_goldsmith_19010035801501.tei,,"Locke, John (1632-1704)",72202,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1700-1710/Histoire/modern_goldsmith_19010035801501.txt
1700-1710,Histoire,Histoire,modern_goldsmith_19010035801502.tei,,"Locke, John (1632-1704)",51686,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1700-1710/Histoire/modern_goldsmith_19010035801502.txt
1700-1710,Jurisprudence,Jurisprudence,modern_goldsmith_19010045700400.tei,,author_10473,16535,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1700-1710/Jurisprudence/modern_goldsmith_19010045700400.txt
1700-1710,Économie,Économie,modern_goldsmith_19010114s02100.tei,,author_10312,4070,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1700-1710/Économie/modern_goldsmith_19010114s02100.txt
1700-1710,Dictionnaires,Dictionnaires,modern_goldsmith_19010119s00500.tei,,author_03616,340002,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1700-1710/Dictionnaires/modern_goldsmith_19010119s00500.txt
1700-1710,Économie,Économie,modern_goldsmith_19010121s00700.tei,,"Roquemont, De",30764,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1700-1710/Économie/modern_goldsmith_19010121s00700.txt
1700-1710,Économie,Économie,modern_goldsmith_19010123s00200.tei,,Nicolas Barrême (1687-174.?),76440,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1700-1710/Économie/modern_goldsmith_19010123s00200.txt
1700-1710,Économie,Économie,modern_goldsmith_19010124s00100.tei,,"Papin, Denis (1647-1712?)",8698,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1700-1710/Économie/modern_goldsmith_19010124s00100.txt
1700-1710,Économie,Économie,modern_goldsmith_19010124s00701.tei,,"Liger, Louis (1658-1717)",199263,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1700-1710/Économie/modern_goldsmith_19010124s00701.txt
1700-1710,Économie,Économie,modern_goldsmith_19010124s00702.tei,,"Liger, Louis (1658-1717)",194046,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1700-1710/Économie/modern_goldsmith_19010124s00702.txt
1700-1710,Jurisprudence,Jurisprudence,modern_goldsmith_19010125s00200.tei,,Louis XIV (1638-1715 ; roi de France),15265,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1700-1710/Jurisprudence/modern_goldsmith_19010125s00200.txt
1700-1710,Belles-Lettres,Belles-Lettres,modern_goldsmith_19010125s00700.tei,,author_10344,52990,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1700-1710/Belles-Lettres/modern_goldsmith_19010125s00700.txt
1700-1710,Économie,Économie,modern_goldsmith_19010125s00900.tei,,"Rémond de Montmort, Pierre (1678-1719)",54318,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1700-1710/Économie/modern_goldsmith_19010125s00900.txt
1700-1710,Économie,Économie,modern_goldsmith_19010144701100.tei,,"Law, John (1671-1729)",86632,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1700-1710/Économie/modern_goldsmith_19010144701100.txt
1700-1710,Histoire naturelle,Histoire naturelle,modern_goldsmith_19010275s00600.tei,,Bernardino Ramazzini (1633-1714),115840,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1700-1710/Histoire naturelle/modern_goldsmith_19010275s00600.txt
1700-1710,Économie,Économie,modern_goldsmith_19010360s00100.tei,,Claude-Marin Saugrain (1679-1750),67058,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1700-1710/Économie/modern_goldsmith_19010360s00100.txt
1700-1710,Traductions grecques et latines,Traductions grecques et latines,modern_histoire_des_successeurs_d_alexandre_88.tei,,Diodore de Sicile (0090?-0020? av. J.-C.),136957,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1700-1710/Traductions grecques et latines/modern_histoire_des_successeurs_d_alexandre_88.txt
1700-1710,Traductions grecques et latines,Traductions grecques et latines,modern_le_platonisme_dévoilé_ou_essai_989.tei,,"Souverain, Jacques (164. ?-1699 ?)",82355,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1700-1710/Traductions grecques et latines/modern_le_platonisme_dévoilé_ou_essai_989.txt
