# Mots stables — candidats local anchors
# format: mot | drift_moyen | drift_global

recevoir	0.0026	0.1011
falloit	0.0026	0.1106
blanchir	0.0026	0.0628
avec	0.0026	0.1141
illum	0.0026	0.0640
document	0.0026	0.0918
demi	0.0026	0.0786
épaules	0.0026	0.0853
ledit	0.0026	0.0822
écrivit	0.0026	0.0834
partir	0.0026	0.1011
absence	0.0026	0.0869
dot	0.0026	0.0810
petite	0.0026	0.0982
poivre	0.0026	0.0734
filles	0.0026	0.0960
mme	0.0026	0.0633
pourrois	0.0026	0.0994
boire	0.0026	0.0857
sçauroit	0.0026	0.0807
gros	0.0026	0.0800
préteur	0.0026	0.0811
chretiens	0.0026	0.0462
eût	0.0026	0.1167
aucun	0.0026	0.1051
lard	0.0026	0.0743
aimons	0.0026	0.0880
fût	0.0026	0.1095
vigne	0.0026	0.0830
regis	0.0026	0.0838
n'est	0.0026	0.1201
l'avez	0.0026	0.0988
reparer	0.0026	0.0671
trouve	0.0026	0.1246
allées	0.0026	0.0833
lib	0.0026	0.0706
voyes	0.0026	0.0707
merite	0.0026	0.0675
eut	0.0026	0.1064
poit	0.0026	0.0738
put	0.0026	0.1112
reduits	0.0026	0.0645
succession	0.0026	0.0860
prendrez	0.0026	0.0742
tableaux	0.0026	0.0939
chrif	0.0026	0.0732
différentes	0.0026	0.0984
frère	0.0026	0.0884
fussent	0.0026	0.1180
créancier	0.0026	0.0796
lay	0.0026	0.0645
repas	0.0026	0.0797
tailler	0.0026	0.0770
requêtes	0.0026	0.0818
douta	0.0026	0.0785
royaume	0.0026	0.0966
bras	0.0026	0.1053
faisant	0.0026	0.1075
durant	0.0026	0.0938
retentir	0.0026	0.0993
laquelle	0.0026	0.1254
l'ange	0.0026	0.0571
oeuvres	0.0026	0.0914
disent	0.0026	0.1112
ecrits	0.0026	0.0809
envoyé	0.0026	0.1031
valeur	0.0026	0.0805
prenant	0.0026	0.0929
troisiéme	0.0026	0.0675
gouvernail	0.0026	0.0874
diligence	0.0026	0.0768
nonobstant	0.0026	0.0675
étant	0.0026	0.1105
n'était	0.0026	0.0988
devant	0.0026	0.1061
songea	0.0026	0.0896
mouches	0.0026	0.0781
voudroient	0.0026	0.1042
evêque	0.0026	0.0852
causée	0.0026	0.0936
l'appartement	0.0026	0.0803
passer	0.0026	0.1093
écrite	0.0026	0.1008
payera	0.0026	0.0910
french	0.0026	0.0996
remarquer	0.0026	0.1003
exemple	0.0026	0.1037
dois	0.0026	0.1028
aunes	0.0026	0.0834
l'eut	0.0026	0.0793
chaleur	0.0026	0.0964
appartiendra	0.0026	0.0954
